latitude,longitude,address,event_cause,requires_road_closure,description,veh_type,corridor,zone,junction,resolution_minutes,is_planned,hour_of_day,day_of_week,month,split_timestamp
13.0253205,77.6400845,"5th A Cross Road, Chelekere, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,front wheel tyre burst,private_bus,ORR North 1,unknown,unknown,74.82553706666666,0,3,4,3,2024-03-08 03:05:50.715000+05:30
12.9480512,77.5343585,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,Nayadahallie towards BHEL incoming side traffic no problem,heavy_vehicle,Mysore Road,unknown,unknown,47.68990556666667,0,9,2,1,2024-01-31 09:51:01.833000+05:30
13.0078566,77.5920655,"Jayamahal Main Road, Munireddypalya, JC Nagar, Bengaluru, Karnataka. Pin-560006 (India)",tree_fall,False,tv tower tree falling,unknown,Non-corridor,unknown,unknown,8.620181266666666,0,3,4,3,2024-03-08 03:17:02.800000+05:30
12.9238693,77.5536044,"Dr Rajkumar Puniya Bhoomi Road, Block 5 Phase 3, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",vehicle_breakdown,False,Vehicle off road @ [PERSON] due to clutch problem,others,ORR West 1,unknown,unknown,141.02791743333333,0,11,2,1,2024-01-31 11:11:26.253000+05:30
13.0331905,77.5901915,"Anand Nagar Main Road, AGS Layout, Anand Nagar, Hebbal, Bengaluru, Karnataka. Pin-560024 (India)",construction,False,keb cable work @anand [PERSON],unknown,Bellary Road 1,unknown,unknown,545.3734030166667,0,4,4,3,2024-03-08 04:10:56.720000+05:30
12.9392829,77.5596125,"5th Cross Road, 2nd Block, Ashok Nagar, Banashankari Stage 1, Bengaluru, Karnataka. Pin-560050 (India)",tree_fall,True,bbmp tree cut maduvaru bandiruttare sir.,unknown,Non-corridor,unknown,unknown,61.79462865,0,4,4,3,2024-03-08 04:36:49.704000+05:30
12.9614398,77.5600867,"BGS Flyover, Mariyamma Layout, JJR Nagar South, Bengaluru, Karnataka. Pin-560018 (India)",vehicle_breakdown,False,heat,lcv,Mysore Road,unknown,unknown,102.3569732,0,14,2,1,2024-01-31 14:27:24.573000+05:30
13.114305,77.60655,"Bellary Road, SN Halli, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,[LOCATION] onflyover to wards airport hgv lary tyer bust sir,heavy_vehicle,Bellary Road 2,unknown,unknown,102.53794968333334,0,2,3,2,2024-02-01 02:04:20.329000+05:30
12.9900159,77.5025425,"Magadi Main Road, Pattanagere Nagar, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,Brekdown traffick slov momnet,bmtc_bus,Magadi Road,unknown,unknown,106.48373361666667,0,2,3,2,2024-02-01 02:03:08.407000+05:30
12.9216832,77.6199372,"Hosur Road, Market Square Value Mall, Block 2, Koramangala, Bengaluru, Karnataka. Pin-560034 (India)",vehicle_breakdown,True,ಅಯ್ಯಪ್ಪ ಜಂಕ್ಷನ್ ಇಂದ ಹೋಗುವ ಮಾರ್ಗ ಮಧ್ಯೆ ಕಸದ ಲಾರಿ ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿರುತ್ತದೆ ಸರ್,heavy_vehicle,Hosur Road,unknown,unknown,75.3592525,0,1,3,2,2024-02-01 01:15:59.207000+05:30
13.0161873,77.7093516,"Seegehalli Main Road, Sri Manjunatha Layout, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",pot_holes,True,Path holes traffic slow movement sir,unknown,Non-corridor,unknown,unknown,365.2268505833334,0,6,6,1,2024-01-21 06:20:18.118000+05:30
12.938565,77.6979933,"Panathur Main Road, Mariyappa Layout, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",water_logging,False,panathur towards doddakannelli road bad condition  consider bbmp informed,unknown,ORR East 1,unknown,unknown,49.972616783333336,0,4,4,3,2024-03-08 04:47:27.277000+05:30
12.9690624,77.5872736,"Nrupatunga Road, Police Corner Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,True,bmtc bus breck down startig agatilla sir,bmtc_bus,Mysore Road,unknown,unknown,111.6212591,0,5,4,3,2024-03-08 05:06:30.807000+05:30
12.8700974,77.6533824,"Hosur Road, Channakeshava Nagar, Singasandra, Bengaluru, Karnataka. Pin-560100 (India)",vehicle_breakdown,False,ಹೊಸ ರೋಡ್ ಸಿಗ್ನಲ್ ಸರ್ ಟೂ ವರ್ಡ್ಸ್ ಹೊಸೂರ ಸ್ಟಾರ್ಟೆರ್ ಪ್ರಾಬ್ಲಮ್ ವೀಲ್ ಜಾಮ್ ಸರ್,bmtc_bus,Hosur Road,unknown,unknown,52.83199456666667,0,5,4,3,2024-03-08 05:30:08.664000+05:30
12.9793286,77.5105419,"Kengeri Main Road, Nagarbhavi BDA Shopping Complex, Block 3, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",others,False,30 minutes clear bmtc bus air pipe cut agide,unknown,Non-corridor,unknown,unknown,81.46960444999999,0,6,4,3,2024-03-08 06:19:05.768000+05:30
12.94819783,77.53467664,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",others,False,Vehicle starting problem,unknown,Mysore Road,unknown,unknown,15.3042995,0,4,3,2,2024-02-01 04:41:54.561000+05:30
13.022765,77.6014354,"2nd Cross Road, Mariappa Garden, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",tree_fall,True,tree fall Dinnuru main rd Towards pushpanjali,unknown,Non-corridor,unknown,unknown,178.15932105,0,5,4,3,2024-03-08 05:58:29.411000+05:30
13.1511992,77.620242,"Bengaluru Bellary Road, Hunsemarrenhalli Junction, Hunasamaranahalli, Bengaluru, Karnataka. Pin-562157 (India)",construction,False,"ನಮಸ್ತೆ ಸರ್, ಟೊಯೋಟಾ ಶೋರೂಮ್ ಹತ್ತಿರ ಟುವರ್ಡ್ಸ್ ಬೆಂಗಳೂರು ಸಿಟಿ ಕಡೆ ರೋಡ್  ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದರಿಂದ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ಸ್ ಸ್ಲೋ  ಆಗಿರುತ್ತದೆ",unknown,Bellary Road 2,unknown,unknown,31.910260883333333,1,5,3,2,2024-02-01 05:38:01.156000+05:30
12.9664142,77.5125512,"Dr Rajkumar Puniya Bhoomi Road, Malai Mahadeshwara Layout, Block 9, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,Starting problem,truck,Non-corridor,unknown,unknown,11.80107465,0,6,3,2,2024-02-01 06:27:55.555000+05:30
12.9758786,77.5643384,"G Narayana Kumar Road, Prestige West Woods, Magadi Road Area, Bengaluru, Karnataka. Pin-560023 (India)",vehicle_breakdown,False,traffic normal sir,auto,Magadi Road,unknown,unknown,24.504338233333332,0,6,4,3,2024-03-08 06:36:29.002000+05:30
12.9124656,77.5805324,"5th Cross Road, TMC Layout, JP Nagar Phase 1, Bengaluru, Karnataka. Pin-560078 (India)",tree_fall,False,[LOCATION] sir 32 nd main 5 th cross 1 st phase jp nagar tree fallen on road side,unknown,Non-corridor,unknown,unknown,1228.0686473666667,0,11,3,3,2024-03-07 11:21:32.361000+05:30
13.0378641,77.5222897,"Mumbai Bengaluru Highway, Namma Metro Circle, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,[PERSON],lcv,Tumkur Road,unknown,unknown,86.29591815,0,7,3,2,2024-02-01 07:26:47.544000+05:30
13.0436683,77.6067467,"MBT Road, SNN Clermont, Hebbal Kempapura, Bengaluru, Karnataka. Pin-560024 (India)",vehicle_breakdown,False,BMTC volvo bus off road due to wheel jam near lumbini garden towards veeranapalya sir,bmtc_bus,ORR North 1,unknown,unknown,18.84050655,0,8,3,2,2024-02-01 08:11:28.522000+05:30
13.0145688,77.5835164,"Sir CV Raman Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",vehicle_breakdown,False,tyre puncture,lcv,Bellary Road 1,unknown,unknown,23.641425966666667,0,8,3,2,2024-02-01 08:31:29.624000+05:30
13.0186759,77.5588615,"1st Main Road, Samvidhana Circle, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,10minutes it will be cleared sir,lcv,Tumkur Road,unknown,unknown,36.504006333333336,0,9,4,3,2024-03-08 09:47:45.450000+05:30
12.9494883,77.5368741,"Mysore Road, KIMCO Junction, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,True,,ksrtc_bus,Mysore Road,unknown,unknown,23.382822833333332,0,9,4,3,2024-03-08 09:45:18.097000+05:30
13.0229482,77.601028,"Dinnur Main Road, Mariappa Garden, RT Nagar, Bengaluru, Karnataka. Pin-560032 (India)",vehicle_breakdown,False,traffic slow,others,Non-corridor,unknown,unknown,104.21347743333334,0,9,4,3,2024-03-08 09:54:30.158000+05:30
12.9928917,77.5854867,"Sankey Cross Road, Abshot Layout, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,Private Bus Cluch fail ..vehicle stopped in side Road  ..traffic moving side road,private_bus,Bellary Road 1,unknown,unknown,86.29412574999999,0,7,3,2,2024-02-01 07:33:46.297000+05:30
12.9625233,77.6415686,"Domlur Inner Ring Road, Carlton Towers, HAL Stage 2, Indiranagar, Bengaluru, Karnataka. Pin-560008 (India)",vehicle_breakdown,False,,private_car,Old Airport Road,unknown,unknown,70.8526748,0,9,4,3,2024-03-08 09:57:41.649000+05:30
12.9891874,77.5070709,"Magadi Main Road, Muthuraya Swamy Extension, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,Wheel Puncher..,heavy_vehicle,Magadi Road,unknown,unknown,72.9697583,0,9,4,3,2024-03-08 09:33:17.004000+05:30
13.16120295,77.62691818,"Vidya Nagar Cross Road, Vidyanagar Junction, Chikkajala, Bengaluru, Karnataka. Pin-562157 (India)",construction,False,Road work,unknown,Bellary Road 2,unknown,unknown,60.798384383333335,0,9,3,2,2024-02-01 09:52:39.844000+05:30
12.8569988,77.5889807,"Bannerghatta Main Road, Anjanapura Upavalaya, Gottigere, Bengaluru, Karnataka. Pin-560083 (India)",others,False,BMTS bus offload in gottigere bus stop.starting problam,unknown,Bannerghata Road,unknown,unknown,119.59072880000001,0,10,3,2,2024-02-01 10:35:45.838000+05:30
12.9446407,77.5969852,"Hosur Road, Wilson Manor Apartment, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",vehicle_breakdown,False,Vaccum problem,bmtc_bus,Non-corridor,unknown,unknown,78.98550595,0,9,3,2,2024-02-01 09:26:43.720000+05:30
13.0414238,77.545608,"Outer Ring Road, Sharadamba Nagar, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,,truck,ORR North 2,unknown,unknown,138.03128305,0,11,4,3,2024-03-08 11:12:27.352000+05:30
12.95983785,77.64811735,"Old Airport Road, RMZ Titanium, Kodihalli, Bengaluru, Karnataka. Pin-560008 (India)",vehicle_breakdown,False,Vehicle breakdown at old airport road opp [PERSON] hotel,lcv,Old Airport Road,unknown,unknown,28.376774483333335,0,11,3,2,2024-02-01 11:27:58.222000+05:30
12.9197329,77.5835635,"9th Main Road, Block 5, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",vehicle_breakdown,False,,bmtc_bus,Non-corridor,unknown,unknown,93.05635131666666,0,11,4,3,2024-03-08 11:12:59.334000+05:30
12.8885722,77.640446,"Hosur Road, SNN Estates, Chikka Begur Gate, Begur, Bengaluru, Karnataka. Pin-560068 (India)",vehicle_breakdown,False,Traffic no problem sir,others,Hosur Road,unknown,unknown,11.49699995,0,12,3,2,2024-02-01 12:05:40.613000+05:30
12.9541849,77.5435568,"Mysore Road, Bengaluru Body Builders Junction, New Timber Yard Layout, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,Bolt cut,bmtc_bus,Mysore Road,unknown,unknown,66.23017465000001,0,12,3,2,2024-02-01 12:43:22.381000+05:30
12.9679023,77.5680413,"Dr TCM Royan Road, Akkimakalamna Gudi, Cottonpete, Bengaluru, Karnataka. Pin-560053 (India)",others,False,vehicle starting problem sir,unknown,Non-corridor,unknown,unknown,199.88949181666666,0,11,4,3,2024-03-08 11:56:58.707000+05:30
12.9013118,77.6322397,"Hosur Road, Garvebavipalya Junction, Bommanahalli, Bengaluru, Karnataka. Pin-560068 (India)",vehicle_breakdown,False,Private bus offroaded on ec flyover inbetween gb palya towords Hongsandra metro staion towords bommanahalli traffic movement slow ide sir,private_bus,Hosur Road,unknown,unknown,75.03727443333334,0,14,3,2,2024-02-01 14:00:57.503000+05:30
13.0379483,77.6257684,"MBT Road, Block 5 Stage 1, HBR Layout, Bengaluru, Karnataka. Pin-560043 (India)",others,False,bmtc bus is stucked at service road,unknown,Hennur Main Road,unknown,unknown,43.87439846666667,0,11,4,3,2024-03-08 11:58:21.435000+05:30
13.0176948,77.553788,"Chord Road, Aparna Elina, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,There is a bit of traffic congestion.,others,Tumkur Road,unknown,unknown,22.174727083333334,0,1,4,2,2024-02-02 01:44:54.004000+05:30
12.9441328,77.5010682,"Mariyappanapalya Main Road, Dhanvanthri Layout, Jnana Bharathi, Bengaluru, Karnataka. Pin-560056 (India)",tree_fall,True,,unknown,Non-corridor,unknown,unknown,105.48940756666666,0,12,4,3,2024-03-08 12:37:56.737000+05:30
12.9643404,77.5855854,"Sri Narsimha Rao Road, Town Hall Junction, Nagartapete, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,LGV ವಾಹನವು ಬ್ರೇಕ್ ಡೌನ್ ಆಗಿದ್ದು ಸೂಲ್ಪ ಸಮಯದಲ್ಲಿ ಸರಿ ಮಾಡಿಕೊಂಡು ಹೋಗುತ್ತೇವೆ ಎಂದು ತಿಳಿಸಿರುತ್ತಾರೆ ಸರ್,lcv,Mysore Road,unknown,unknown,57.51257438333334,0,2,4,2,2024-02-02 02:30:35.479000+05:30
13.0451384,77.5070153,"8th Main Road, Hesaragatta Cross Junction, T Dasarahalli, Bengaluru, Karnataka. Pin-560057 (India)",vehicle_breakdown,False,,heavy_vehicle,Tumkur Road,unknown,unknown,33.33879541666667,0,2,4,2,2024-02-02 02:41:45.068000+05:30
12.9474732,77.5340694,"Mysore Road, Deepanjali Nagar, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,City incoming side BHEL 2nd gate opposite mahindra showroom slow moving traffic,private_bus,Mysore Road,unknown,unknown,39.6093981,0,12,4,3,2024-03-08 12:55:21.653000+05:30
13.0355513,77.5265219,"Mumbai Bengaluru Highway, Peenya 2nd Block, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,peenya flyover incoming car off road due to starting problem at peenya industry [LOCATION] station on flyover vehicles are one side moving towards goragontepalya.,private_car,Tumkur Road,unknown,unknown,10.150965166666667,0,13,4,3,2024-03-08 13:26:14.949000+05:30
12.92335,77.58296,"36th Cross Road, Shri Satya Sai Circle, Jayanagar, Bengaluru, Karnataka. Pin-560041 (India)",tree_fall,True,,unknown,Non-corridor,unknown,unknown,66.3340463,0,13,4,3,2024-03-08 13:36:30.352000+05:30
12.9390583,77.6946217,"Kadubeesanahalli Underpass, LGCL United Towers, Kadubisanahalli, Bengaluru, Karnataka. Pin-560103 (India)",vehicle_breakdown,False,ನಮಸ್ಕಾರ ಮೇಡಂ,bmtc_bus,ORR East 1,unknown,unknown,19.115834,0,4,4,2,2024-02-02 04:49:25.609000+05:30
12.8509801,77.6601903,"Hewlett Packard Avenue, Velankani Tech Park, Phase 1, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",tree_fall,False,ವಟೆರಾ ಜಂಕ್ಷನ್ ಹತ್ತಿರ ಮರ ಬಿದ್ದಿದ್ದು ಒಂದು ಲೈನ್ ನಲ್ಲಿ ವಾಹನಗಳ ಸಂಚಾರ ಇರುತ್ತದೆ ಸರ್,unknown,Non-corridor,unknown,unknown,64.12170315,0,13,4,3,2024-03-08 13:31:56.993000+05:30
13.0145576,77.5696436,"CV Raman Road, Indian Institute of Science, Bengaluru, Karnataka. Pin-560012 (India)",others,True,ಸದರಿ ವಹಿಕಲ್ ರಸ್ತೆಯಲ್ಲಿ ಬಿಟ್ಟು ಡ್ರೈವರ್ ವಾಹನ ಬಿಟ್ಟು ಹೋಗಿರಿತ್ತಾನೆ ಸರ್.,unknown,Non-corridor,unknown,unknown,42.96236663333333,0,6,4,2,2024-02-02 06:36:28.867000+05:30
12.9697862,77.7499252,"SH 35, HBK Layout, Whitefield, Bengaluru, Karnataka. Pin-560066 (India)",road_conditions,False,Immadihalli junction,unknown,Non-corridor,unknown,unknown,1107.1190462833333,0,9,4,2,2024-02-02 09:52:15.702000+05:30
12.9228111,77.7365506,"Varthur Main Road, Vahe Imperial Gardens, Gunjur, Bengaluru, Karnataka. Pin-560087 (India)",others,False,Gunjur Govt school Road work traffic slow movement sir,unknown,Non-corridor,unknown,unknown,87.31756581666667,0,9,4,2,2024-02-02 09:07:48.589000+05:30
12.96652735,77.60810502,"Richmond Road, Mother Teresa Circle, Nilsandra, Bengaluru, Karnataka. Pin-560025 (India)",vehicle_breakdown,False,,lcv,Mysore Road,unknown,unknown,66.13607151666666,0,14,4,3,2024-03-08 14:15:13.150000+05:30
12.926187,77.6772301,"Outer Ring Road, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",vehicle_breakdown,False,Call me [PHONE]. Bellandur flyover towards [LOCATION].,bmtc_bus,ORR East 1,unknown,unknown,13.551236183333334,0,10,4,2,2024-02-02 10:17:47.027000+05:30
13.029877,77.5377738,"Mumbai Bengaluru Highway, Godrej Tiara, Yeshwanthpur Suburb Stage 2, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,Starting problem traffic no issues sir,others,Tumkur Road,unknown,unknown,30.63011775,0,10,4,2,2024-02-02 10:32:28.323000+05:30
12.8353407,77.6791817,"Hosur Road, Columbia Aaltius, Electronic City, Bengaluru, Karnataka. Pin-560100 (India)",vehicle_breakdown,False,Hgv vehicle gearbox problem sir,heavy_vehicle,Non-corridor,unknown,unknown,18.7735204,0,12,4,2,2024-02-02 12:12:32.042000+05:30
12.9163498,77.6122067,"20th Main Road, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560068 (India)",vehicle_breakdown,False,Slow traffic movement from 29th main road towards 16th main of [PERSON].,lcv,Non-corridor,unknown,unknown,77.0688961,0,12,4,2,2024-02-02 12:21:47.563000+05:30
12.9616717,77.6308433,"Old Airport Road, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",water_logging,False,,unknown,Non-corridor,unknown,unknown,820.8788695333334,0,14,4,3,2024-03-08 14:38:49.430000+05:30
12.9827733,77.5622665,"3rd Main Road, Block 4N, Ramachandrapuram, Bengaluru, Karnataka. Pin-560021 (India)",others,False,Fire accident,unknown,Non-corridor,unknown,unknown,25.367629383333334,0,16,4,2,2024-02-02 16:26:03.633000+05:30
12.9520875,77.5407653,"Mysore Road, BR Pura, Bengaluru, Karnataka. Pin-560026 (India)",vehicle_breakdown,False,Good morning sir out going side near [PERSON] temple vehicle break down Sir traffic normal ide sir,heavy_vehicle,Mysore Road,unknown,unknown,15.771932999999999,0,23,4,3,2024-03-08 23:49:44.590000+05:30
