latitude,longitude,address,event_cause,requires_road_closure,description,veh_type,corridor,zone,junction,resolution_minutes,is_planned,hour_of_day,day_of_week,month,nearest_u,nearest_v,nearest_key,snap_distance_m,low_confidence_snap,centrality_score
13.0333853,77.5409753,"Outer Ring Road, Jain Heights Revanta, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,"Vehicle off road due to brrak jam, mutyalamma to gg palya",heavy_vehicle,ORR North 2,unknown,unknown,47.697048333333335,0,0,3,2,11601696870,2446079578,0,1.0798892255057069,False,0.010296656754077678
12.907183,77.600723,"Bannerghatta Main Road, Brahma Sri Narayanaguru Junction, JP Nagar Phase 4, Bengaluru, Karnataka. Pin-560078 (India)",vehicle_breakdown,False,,bmtc_bus,Bannerghata Road,unknown,unknown,62.15927346666667,0,1,3,2,9644745253,247972964,0,0.6668056241027921,False,0.013366907400970662
13.0483814,77.6455068,"Hennur Main Road, Geddalahalli, Bengaluru, Karnataka. Pin-560077 (India)",vehicle_breakdown,False,good morning sir bbmp vehicl  ofload near [LOCATION] bus stop sir,others,Non-corridor,unknown,unknown,12.48767995,0,2,3,3,7456061780,6198129873,0,9.927983813436887,False,0.0050848234400545835
12.907229,77.6007892,"Bannerghatta Main Road, JD Mara Junction, BTM Layout Stage 2, Bengaluru, Karnataka. Pin-560076 (India)",vehicle_breakdown,False,Bmtc bus upload near gd mara towards incoming sir,bmtc_bus,Bannerghata Road,unknown,unknown,27.9523293,0,2,3,2,9644745253,247972964,0,8.122681850298173,False,0.013366907400970662
12.9363562,77.7053961,"Panathur Main Road, Panathur, Bengaluru, Karnataka. Pin-560087 (India)",vehicle_breakdown,False,water tanker off road due desile,heavy_vehicle,Non-corridor,unknown,unknown,63.46751803333333,0,2,3,2,13503151320,10168279079,0,8.716498808554805,False,0.009459699532692234
12.9098753,77.54994617,"Uttarahalli Main Road, VVR Supreme Residency, Chikkalsandra, Bengaluru, Karnataka. Pin-560061 (India)",construction,False,BESCOM work under progress so traffic movement  till tomorrow,unknown,Non-corridor,unknown,unknown,624.2569785666667,0,3,3,2,1388142619,6194253003,0,22.544475549689395,False,2.3687225633697655e-06
13.0177383,77.5573517,"CV Raman Road, Salarpuria Satva Luxuria, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,rear wheel tyre brust ypr up ramp towards city,lcv,Tumkur Road,unknown,unknown,25.9073017,0,4,3,2,3818330882,419634231,0,10.603931212869636,False,0.039164175645927474
13.0454864,77.5020961,"Nagasandra Layout Main Road, Arvind Oasis, Nagasandra, Bengaluru, Karnataka. Pin-560073 (India)",vehicle_breakdown,False,[PERSON] turn on flyover cab off-road towards outgoing  traffic one side movement,taxi,Non-corridor,unknown,unknown,17.485272716666667,0,5,3,2,2247896704,1595758116,0,68.6926803353822,False,2.655801439256427e-05
12.9485754,77.5929669,"Siddhapura Road, Dr Ambedkar Social Welfare Association, Jayanagar East, Bengaluru, Karnataka. Pin-560011 (India)",vehicle_breakdown,False,,lcv,Non-corridor,unknown,unknown,80.1326431,0,5,3,2,11786451206,249096054,0,0.2278292428423682,False,0.004491162347610036
13.1903461,77.6453381,"Drive Thru Road, Sadahalli Gate Junction, Navarathna Agrahara, Bengaluru, Karnataka. Pin-562157 (India)",vehicle_breakdown,False,starting problem sir,private_car,Bellary Road 2,unknown,unknown,29.472658016666667,0,3,3,3,4950155142,4950155141,0,7278.834269893445,True,6.436746096113493e-06
13.0041761,77.5537173,"80 Feet Ring Road, Dr Rajkumar Road 10th Cross Junction, Rajaji Nagar, Bengaluru, Karnataka. Pin-560010 (India)",vehicle_breakdown,False,starting problem,ksrtc_bus,Non-corridor,unknown,unknown,32.38240151666667,0,4,3,3,618529073,12531369250,0,4.882408504663387,False,0.00019360444907890164
12.9654216,77.6175057,"Victoria Road, Lower Agaram Junction, Victoria Layout, Bengaluru, Karnataka. Pin-560047 (India)",vehicle_breakdown,True,vehicle can't  moved because of tyre burst road need tobe closed for a time ...,bmtc_bus,Non-corridor,unknown,unknown,130.85829606666667,0,4,3,2,4044110264,459811889,0,5.6808293404307975,False,0.017859434338753075
12.96594,77.6253299,"Cambridge Road, Nanavali Dargah, Agaram, Bengaluru, Karnataka. Pin-560007 (India)",vehicle_breakdown,False,vechile break down,private_car,Non-corridor,unknown,unknown,42.75810368333334,0,6,3,2,287911738,251146214,0,6.756826506509573,False,1.208820916850114e-05
12.9632557,77.6414175,"Indiranagar Double Road, Stage 2, Domlur, Bengaluru, Karnataka. Pin-560071 (India)",vehicle_breakdown,False,gear problem,bmtc_bus,Old Airport Road,unknown,unknown,2.195204283333333,0,7,3,2,1282881297,263155001,0,14.88931312160162,False,0.0008885026841231221
13.0292483,77.5709898,"Padmasri CK Venkata Ramaiah Road, RMV Stage 2, Bengaluru, Karnataka. Pin-560094 (India)",vehicle_breakdown,False,starting problem,bmtc_bus,Non-corridor,unknown,unknown,3.172573133333333,0,5,3,3,529022949,1464773274,0,1.5837108265262185,False,0.014830250131953295
12.9959916,77.6672023,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,chian cut problem sir,private_bus,ORR North 1,unknown,unknown,126.05797051666669,0,10,3,2,343447661,2411859758,0,7.381218907797432,False,0.014927406377528032
12.9843255,77.6412465,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,,bmtc_bus,Old Madras Road,unknown,unknown,65.22508308333333,0,10,3,2,12692472179,2268430874,0,5.8680145374162995,False,0.00961702648077344
13.0142943,77.5832533,"1st Cross Road, Enayathulla Mehkri Circle, Sadashiva Nagar, Bengaluru, Karnataka. Pin-560080 (India)",vehicle_breakdown,False,[PERSON] ನಗರ ಪೊಲೀಸ್ ಠಾಣೆ ಜಂಕ್ಷನ್ ಯಿಂದ ಮೆಕ್ರಿ ಸರ್ಕಲ್ ಕಡೆ ಹೋಗುವ ರಸ್ತೆ ಮಧ್ಯದಲ್ಲಿ ವಾಹನವು ಕೆಟ್ಟು ನಿಂತಿರುತ್ತದೆ ಸರ್ ಸಂಚಾರಕ್ಕೆ ಯಾವುದೇ ತೊಂದರೆ ಇರುವುದಿಲ್ಲ,private_bus,Bellary Road 1,unknown,unknown,68.5412746,0,10,3,2,461539064,461539061,0,0.7660600552815013,False,5.921806408424414e-07
12.960562,77.5042188,"1st Cross Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)",vehicle_breakdown,False,"[PERSON] ಬಸ್ ಆಫ್ ರೋಡ್ ಆಗಿದೆ, ವೆಹಿಕಲ್ ಮೂಮೆಂಟ್ ಸ್ಲೋ ಇದೆ",private_bus,Non-corridor,unknown,unknown,48.84292761666666,0,6,3,3,11921779783,1615691972,0,3.014219413544831,False,0.007196642593236267
13.0065682,77.5838844,"Sri Ramana Maharshi Road, Palace Ground, Jayamahal, Bengaluru, Karnataka. Pin-560080 (India)",vehicle_breakdown,False,cluch problem,ksrtc_bus,Bellary Road 1,unknown,unknown,25.32421443333333,0,7,3,3,461539120,461539186,0,8.060795463869672,False,0.04127764260610976
12.900384,77.5858132,"24th Main Road, Sri SN Venkatesh Reddy Circle, JP Nagar Phase 6, Bengaluru, Karnataka. Pin-560078 (India)",vehicle_breakdown,False,Off-road,lcv,Non-corridor,unknown,unknown,5.6324983500000005,0,12,3,2,287899763,7291372832,0,0.1428248782951888,False,0.004096370962551011
13.0436325,77.5533837,"1st Main Road, Sharadamba Nagar, Muthyala Nagar, Bengaluru, Karnataka. Pin-560054 (India)",vehicle_breakdown,False,traffic one side moment sir,lcv,ORR North 2,unknown,unknown,20.49097971666667,0,12,3,2,431530421,521144462,0,0.25771753207398335,False,0.00015377386423615135
12.9320791,77.5414884,"Dr Rajkumar Puniya Bhoomi Road, Phase 2 Block 7, Hosakerehalli, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",vehicle_breakdown,False,,bmtc_bus,ORR West 1,unknown,unknown,22.5418809,0,7,3,3,6904207711,1467960651,0,1.2984666277377104,False,0.02935695619150607
12.9891602,77.5068983,"Magadi Main Road, Muthuraya Swamy Extension, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,near yamaha showroom sunkadakatte city outgoing sir 10 minites ready sir,others,Magadi Road,unknown,unknown,8.242330166666667,0,10,3,3,4692323158,4692323157,0,0.5183176752791816,False,0.008316790895866321
13.0357448,77.7353443,"Rampura Main Road, Avalahalli South Taluka, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,False,starting problam sir ph [PHONE],heavy_vehicle,Non-corridor,unknown,unknown,74.69350561666667,0,11,3,3,7090777397,7090777400,1,1454.991160310927,True,6.436746096113493e-06
13.1834435,77.6797495,"Unnamed Road, Jagajothi Nagar, Muthugada Halli, Bengaluru, Karnataka. Pin-562157 (India)",vehicle_breakdown,False,begur signal  Chikkjal car right side front wheel  cur sir  traffic slow movement,private_car,Non-corridor,unknown,unknown,21.15403888333333,0,0,4,2,559375851,9784696350,0,8316.095592035674,True,1.2873492192226986e-05
13.0366572,77.5243125,"Mumbai Bengaluru Highway, Sri Muneshwara Industrial Estate, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,PS junction on flyover towards outgoing side Tata Ace off road due tyre puncher sir,lcv,Tumkur Road,unknown,unknown,18.911796083333336,0,1,4,2,3833785299,3833840726,0,0.2879830842860993,False,0.0
13.019521,77.7087876,"MBT Road, Zero Tolerance Junction, KR Puram, Bengaluru, Karnataka. Pin-560049 (India)",vehicle_breakdown,False,ಮೇಡಳ್ಳಿ ಜಂಕ್ಷನ್ ನಿಂದ ಭಟ್ಟರಹಳ್ಳಿ ಜಂಕ್ಷನ್ ಗೆ ಹೋಗುವ ಕಡೆ KSRTC ಬಸ್ ಗೇರ್ ಲಾಕ್ ಆಗಿ ನಿಂತಿದೆ ಸ ಟ್ರಾಫಿಕ್ ಮೂಮೆಂಟ್ ಸ್ಲೋ ಇದೆ ಸರ್,ksrtc_bus,Non-corridor,unknown,unknown,15.905597883333334,0,1,4,2,12690332264,1837297545,0,1.5893935442430427,False,7.363637533953836e-05
12.9599092,77.504205,"Kengeri Main Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)",vehicle_breakdown,False,BMTC electric bus break down traffic normal,bmtc_bus,Non-corridor,unknown,unknown,18.74359438333333,0,2,4,2,4798470956,1285970632,0,5.257049890174863,False,0.015139664516793471
13.0355923,77.5263597,"Mumbai Bengaluru Highway, Peenya 2nd Block, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,srs junction on flyover towards outgoing side private cab off road due to staring problem sir traffic one side moving sir,taxi,Tumkur Road,unknown,unknown,30.20727048333333,0,4,4,2,1054665144,3834008960,0,3.8086658837298453,False,2.793547805713256e-06
12.9929641,77.5951316,"Millers Road, Chavundaraya Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,BMTC buss [LOCATION] near [LOCATION],bmtc_bus,Non-corridor,unknown,unknown,128.41844893333334,0,4,4,2,249082011,4030004338,0,6.2316656356373805,False,0.01969834833095174
13.0411065,77.617027,"MBT Road, Hanging Gardens, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",congestion,False,slow movement traffic towards KEB junction due to [LOCATION] work,unknown,ORR North 1,unknown,unknown,87.10293336666668,0,6,4,2,3337869268,387429016,0,2.4269194906027565,False,0.02039915549891219
13.0073126,77.6624143,"4th Cross Road, Jala, Banaswadi, Bengaluru, Karnataka. Pin-560043 (India)",vehicle_breakdown,False,vehicle no moving,heavy_vehicle,ORR North 1,unknown,unknown,32.5034449,0,6,4,2,6143276816,6141683674,0,10.43810707183415,False,1.6452323021666088e-05
13.0018232,77.6791257,"MBT Road, ITI Data Center, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,vahical breakdown near mmt to iti sir,truck,ORR East 2,unknown,unknown,66.92851234999999,0,6,4,2,343453369,11890755678,0,2.6021503015675242,False,0.009244261640855315
12.9124406,77.4851732,"Mysore Road, Madhu Petrol Bunk Junction, Kengeri, Bengaluru, Karnataka. Pin-560059 (India)",others,False,traffic no problem sir slow movement,unknown,Mysore Road,unknown,unknown,119.54685436666666,0,9,4,2,11688203994,3388805824,0,3.444609592465136,False,0.001890652557319224
12.9938878,77.5891555,"Palace Road, Kumar Park, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",tree_fall,True,tree fall to Near MCC college sir,unknown,Non-corridor,unknown,unknown,79.37274963333333,0,13,3,3,2631157910,11061447237,0,5.031774623151748,False,5.883185931847732e-05
12.9831235,77.5308168,"5th Main Road, Asthagrama New Extension, Kamakshipalya, Bengaluru, Karnataka. Pin-560079 (India)",vehicle_breakdown,False,,bmtc_bus,Magadi Road,unknown,unknown,153.41269573333332,0,13,3,3,10038744989,1525703845,0,7.175767168053228,False,0.00129423653754554
13.0036733,77.6631733,"MBT Road, Vedantha, Kamalamma Layout, Dooravani Nagar, Bengaluru, Karnataka. Pin-560016 (India)",accident,False,break fail,unknown,ORR North 1,unknown,unknown,52.03779613333334,0,15,3,3,12672273597,11846694183,0,3.8546661269746676,False,0.003879195149268142
13.008416,77.6925609,"MBT Road, KV Muniyappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",vehicle_breakdown,False,vahical,lcv,Non-corridor,unknown,unknown,1.8039698333333332,0,10,4,2,1599618915,1483859339,0,17.967959271504313,False,0.010145341726850244
12.9060449,77.5857343,"24th Main Road, Sarakki Agrahara, JP Nagar Phase 5, Bengaluru, Karnataka. Pin-560078 (India)",vehicle_breakdown,False,off road,bmtc_bus,ORR West 1,unknown,unknown,27.9779026,0,12,4,2,1070314229,1866287198,0,2.987049516808023,False,0.003017417834936083
13.0096382,77.5059421,"1st Cross Road, M Ramaiah Layout, Stage 2, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,BMTC bus front wheel puncher sir,bmtc_bus,Non-corridor,unknown,unknown,77.07247735,0,11,4,2,1557139858,10041276165,0,2.243561745042927,False,0.0001938747924149384
13.008416,77.6925609,"MBT Road, KV Muniyappa Layout, KR Puram, Bengaluru, Karnataka. Pin-560036 (India)",vehicle_breakdown,False,vahical,lcv,Non-corridor,unknown,unknown,2.0421352666666666,0,10,4,2,1599618915,1483859339,0,17.967959271504313,False,0.010145341726850244
12.9592367,77.5557324,"Mysore Road, AR Compound, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",others,False,cleared by putting mud on road,unknown,Mysore Road,unknown,unknown,3.8131514166666665,0,13,4,2,12538710574,493072139,0,0.6260970810627282,False,0.04756165759085467
12.964071,77.5698422,"Sultan Road, Church Circle, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",vehicle_breakdown,False,Outgoing,lcv,Mysore Road,unknown,unknown,35.12267365,0,14,4,2,249083738,429001199,0,2.2274559375279135,False,5.072155923737433e-06
12.9587673,77.5740072,"KR Main Road, Bangalore Medical College & Research Institute, Bengaluru, Karnataka. Pin-560002 (India)",tree_fall,False,tree fallen at near [LOCATION] sir,unknown,Non-corridor,unknown,unknown,56.49172753333333,0,1,4,3,12466460039,12880290239,0,13.194749170920538,False,0.015800087539746908
13.0126029,77.5544554,"Chord Road, Orion, Brigade Gateway, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,starting problem,bmtc_bus,West of Chord Road,unknown,unknown,49.20473728333333,0,2,5,2,473760992,4912560016,0,0.7626170812549204,False,0.014701592450984178
13.0166638,77.5836457,"Geddalahalli Main Road, Gunatha Vihar, Ganga Nagar, Bengaluru, Karnataka. Pin-560006 (India)",vehicle_breakdown,True,with in 30 minutes,lcv,Bellary Road 1,unknown,unknown,37.30351836666667,0,1,5,2,850854768,426962454,0,25.25662844886599,False,0.007801233280552016
13.0295902,77.537008,"Dr Rajkumar Puniya Bhoomi Road, Gorguntepalya Junction, Yeshwanthpur, Bengaluru, Karnataka. Pin-560022 (India)",vehicle_breakdown,False,,bmtc_bus,Tumkur Road,unknown,unknown,72.88357673333333,0,1,5,2,10991477213,463392781,0,18.296665760376314,False,0.004650188596660616
12.9840844,77.6405155,"Old Madras Road, New Binnamangla, Indiranagar, Bengaluru, Karnataka. Pin-560038 (India)",vehicle_breakdown,False,[PERSON] towards 80feet,private_car,Old Madras Road,unknown,unknown,3.7787415666666666,0,2,5,2,12692472176,12692472178,0,1.0199493581630033,False,0.002989726953230603
12.9729384,77.5128128,"Dr Rajkumar Puniya Bhoomi Road, Nagarbhavi Stage 2, Bengaluru, Karnataka. Pin-560072 (India)",vehicle_breakdown,False,,bmtc_bus,Non-corridor,unknown,unknown,2.6236583,0,3,4,3,2257274297,2026111802,0,3.911441455655024,False,0.0014454743238198227
12.926154,77.676723,"Outer Ring Road, Bellandur Circle, Bellandur, Bengaluru, Karnataka. Pin-560103 (India)",vehicle_breakdown,False,[PERSON] db [PERSON] service road traffic slow moving sir,bmtc_bus,ORR East 1,unknown,unknown,97.77232951666666,0,3,4,3,11070754935,2387407562,0,2.302041537135503,False,0.000896213905946266
12.95372239,77.57679302,"Sajjan Rao Road, VV Puram, Bengaluru, Karnataka. Pin-560004 (India)",tree_fall,False,Tree fall on the main road not necessary for road close,unknown,Non-corridor,unknown,unknown,31.31014948333333,0,3,4,3,12159183078,12159183069,0,2.685508373371772,False,0.0006678124074717749
12.9219507,77.5602425,"30th Main Road, Kittur Rani Chennamma Circle, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",road_conditions,False,BBMP work ing sir slow movements,unknown,ORR West 1,unknown,unknown,62.26401783333333,0,3,4,3,248678728,4872115028,0,0.21428815210619112,False,0.010847346129584573
12.9846104,77.5724988,"BTS Bus Station Road, Old Mysore Road Junction, Seshadripuram, Bengaluru, Karnataka. Pin-560023 (India)",vehicle_breakdown,False,one side traffic free movement,private_bus,Non-corridor,unknown,unknown,63.30596091666666,0,3,5,2,2014710915,294082867,0,15.360777707398926,False,0.005089316288829671
13.0408936,77.6175047,"MBT Road, Ebisu Tech Park, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",congestion,False,slow movement traffic towards KEB junction due to [LOCATION] work,unknown,ORR North 1,unknown,unknown,37.785654916666665,0,4,4,3,10095905208,1681844139,0,2.0578802555598097,False,1.8215991452001184e-05
13.0166851,77.5590135,"Canara Union Road, Embassy Heritage Apartment, Malleshwaram West, Bengaluru, Karnataka. Pin-560055 (India)",vehicle_breakdown,False,"car punture Mattikere cross towards ko8, traffic no problem",private_car,Tumkur Road,unknown,unknown,13.265553916666668,0,4,4,3,6755854853,10032974865,0,19.78929864399602,False,0.016066517334157236
12.9607315,77.5043785,"Kengeri Main Road, Kengunte Circle, Bengaluru, Karnataka. Pin-560056 (India)",others,False,vaccum pin required,unknown,Non-corridor,unknown,unknown,34.995653966666666,0,6,5,2,62053503,1615691275,0,0.6818474854293365,False,0.007166853332303454
13.0354502,77.5266678,"Mumbai Bengaluru Highway, Peenya 2nd Block, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",vehicle_breakdown,False,Peenya industries metro station on flyover LCV vehicle off-road towards parle toll traffic one side movement,lcv,Tumkur Road,unknown,unknown,28.267420583333333,0,5,5,2,3833785299,3833840726,0,1.771102129693639,False,0.0
12.9225338,77.6456041,"Outer Ring Road, Heavie Halcyon, Agara, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,car breakdown due to battery problem,private_car,ORR East 1,unknown,unknown,120.9917747,0,4,5,2,2387017508,6131800547,0,4.772230899697997,False,0.003720181773709754
13.0312086,77.5244957,"5th Cross Road, Industrial Area Stage 1, Peenya, Bengaluru, Karnataka. Pin-560058 (India)",others,True,[VEHICLE] number hgv vehicle grar box damege no moving sir,unknown,Non-corridor,unknown,unknown,313.8667528,0,5,5,2,419638280,419638275,0,66.84183952386948,False,0.0005649145843793046
12.9289557,77.5677555,"9th Main Road, Siddanna Layout, Banashankari Stage 2, Bengaluru, Karnataka. Pin-560070 (India)",road_conditions,False,for test,unknown,Non-corridor,unknown,unknown,1.6786465666666668,0,6,4,3,249841958,248679603,0,25.27630169950191,False,0.003078309453005317
12.95291122,77.54039654,"KR Market Road, Dr Rajkumar Circle, Bapuji Nagar, Bengaluru, Karnataka. Pin-560026 (India)",others,False,Tier puncher,unknown,West of Chord Road,unknown,unknown,4.119737566666667,0,6,4,3,699690700,1780334138,0,1.5410657760638964,False,0.020853564026313418
12.9863112,77.6475171,"Old Madras Road, Byappanahalli Junction, Baiyappanahalli, Bengaluru, Karnataka. Pin-560038 (India)",accident,False,,unknown,Old Madras Road,unknown,unknown,41.571545316666665,0,6,4,3,12136946747,10291078964,0,37.84605491157208,False,0.060737470873723914
12.9370003,77.5202782,"Mysore Road, Nayandahalli, Bengaluru, Karnataka. Pin-560039 (India)",vehicle_breakdown,False,,ksrtc_bus,Mysore Road,unknown,unknown,34.62066285,0,8,5,2,5168531370,5168531375,0,1.9059206774269253,False,0.036646532524878025
12.9898379,77.5719635,"Subedar Chatram Road, Shri Rajiv Gandhi Circle, Seshadripuram, Bengaluru, Karnataka. Pin-560020 (India)",vehicle_breakdown,False,bmtc bus ger box problem  traffic normal moment,bmtc_bus,Non-corridor,unknown,unknown,122.88383688333332,0,8,4,3,429724016,294084041,0,3.9372897631736703,False,2.734329741629012e-05
12.9255212,77.5496526,"Dr Rajkumar Puniya Bhoomi Road, Block 6, Banashankari Stage 3, Bengaluru, Karnataka. Pin-560085 (India)",vehicle_breakdown,False,,private_bus,ORR West 1,unknown,unknown,45.38100588333334,0,9,5,2,6168147249,10072869270,0,0.16835411711750028,False,0.01836314834125053
12.9305032,77.5802774,"4th Main Road, Shri Vinayaka Circle, Jayanagar, Bengaluru, Karnataka. Pin-560011 (India)",vehicle_breakdown,False,[LOCATION] to [LOCATION],heavy_vehicle,Non-corridor,unknown,unknown,27.755491966666668,0,8,5,2,7287984429,249075663,0,8.014633037944753,False,0.00030075052459480685
12.91304392,77.62528618,"Hosur Road, Krimson Square, Muneshwara Nagar, HSR Layout, Bengaluru, Karnataka. Pin-560102 (India)",vehicle_breakdown,False,Silk Board towards rupena Agrahara  near [PERSON] car off road star problem sir one line vehicle will pass slow moving traffic w,private_car,Hosur Road,unknown,unknown,15.76206795,0,10,5,2,11664293096,9593357279,0,0.07130770394949361,False,0.01720117406248793
12.9959803,77.667998,"Old Madras Road, Royal Heritage, Pai Layout, Mahadevapura, Bengaluru, Karnataka. Pin-560016 (India)",vehicle_breakdown,False,,heavy_vehicle,ORR North 1,unknown,unknown,124.13244701666667,0,10,4,3,442437867,13704986118,0,11.989993129158846,False,6.436746096113493e-06
13.0412942,77.6226947,"MBT Road, AK Colony, Munivenkatappa Layout, Nagavara, Bengaluru, Karnataka. Pin-560045 (India)",congestion,False,slow movement towards KEB junction due to [LOCATION] work,unknown,Hennur Main Road,unknown,unknown,136.03228926666668,0,10,4,3,2459007972,2411018091,0,1.145369017126854,False,8.213288018640817e-06
12.9633836,77.5814857,"Sri Narasimha Raj Wadiyar Road, Potters Colony, Kalasipalyam, Bengaluru, Karnataka. Pin-560002 (India)",vehicle_breakdown,False,Normal Traffic moving sir,truck,Mysore Road,unknown,unknown,28.3823993,0,9,4,3,1836983541,1836983539,0,0.6524271396803702,False,0.023780545578599106
12.9901789,77.5037504,"Magadi Main Road, Sunkadakatte, Bengaluru, Karnataka. Pin-560091 (India)",vehicle_breakdown,False,,bmtc_bus,Magadi Road,unknown,unknown,25.32166708333333,0,11,4,3,4692323149,4692323148,0,2.184550581868639,False,0.004738397765161755
12.9874519,77.587879,"Sankey Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,car break down due to wheel jam incoming side Windsor maner towards [LOCATION] [PERSON] opposite.,private_car,Bellary Road 1,unknown,unknown,49.68857495,0,11,4,3,1307598719,9573433549,0,4.186475428981838,False,6.295137681998996e-06
12.9884191,77.5887931,"Palace Road, Dharmaprakash Devarao Shivaram Ubhayaker Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",tree_fall,True,tree brenches fall in chief secretary residence road sir,unknown,Bellary Road 1,unknown,unknown,141.58774876666666,0,22,5,2,12099941393,1289949455,0,1.2627092893107137,False,0.00011322236383063634
13.0932487,77.59516,"Allalasandra Main Road, RMZ Galleria Residences, Yelahanka, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,,bmtc_bus,Bellary Road 2,unknown,unknown,65.21049980000001,0,0,6,2,10185147728,10185147734,0,83.35662688462439,False,6.436746096113493e-06
12.9784305,77.5707735,"Rao Bahadur DGT Road, Majestic Circle, Majestic, Bengaluru, Karnataka. Pin-560023 (India)",vehicle_breakdown,False,one side movement sir,bmtc_bus,Non-corridor,unknown,unknown,21.79317205,0,2,6,2,12121597668,1636820490,0,7.701065777921799,False,0.032141801516497384
13.0820698,77.5929525,"Allalasandra Main Road, Yelahanka Bypass Junction, Jakkuru, Bengaluru, Karnataka. Pin-560064 (India)",vehicle_breakdown,False,due to tyre burst,others,Bellary Road 2,unknown,unknown,65.78450945,0,2,6,2,9871509150,6904786101,0,11.212234363569223,False,0.016989327874972645
12.963011,77.5664503,"Mysore Road, Anandpuram, Chamarajpet, Bengaluru, Karnataka. Pin-560018 (India)",others,False,Vinayka theatre market on flyover garbage inform to bbmp sir,unknown,Mysore Road,unknown,unknown,388.87556163333335,0,1,6,2,9939398586,10023395312,0,0.5924030500446257,False,0.012523423319043757
12.9930034,77.5954144,"Millers Road, Chavundaraya Circle, Vasant Nagar, Bengaluru, Karnataka. Pin-560001 (India)",vehicle_breakdown,False,vasanthagara bus stop towards old Udaya TV Junction  s itJunction,bmtc_bus,Non-corridor,unknown,unknown,10.24884315,0,12,4,3,249082011,4030004338,0,14.624385720864131,False,0.01969834833095174
13.0435867,77.6046833,"MBT Road, New Layout, RT Nagar Post, Bengaluru, Karnataka. Pin-560032 (India)",vehicle_breakdown,False,,private_bus,ORR North 1,unknown,unknown,29.929127866666665,0,12,4,3,1681844139,11850325025,0,5.61767632031577,False,1.7289100014160843e-05
12.8999989,77.6009931,"Bannerghatta Main Road, Bilekahalli Layout, Bilekahalli, Bengaluru, Karnataka. Pin-560076 (India)",vehicle_breakdown,False,near [LOCATION] off road due to tyre got puncher have left side traffic moving slowly from [PERSON] to hsbc junction sir,lcv,Bannerghata Road,unknown,unknown,29.872228166666662,0,13,4,3,560654622,2639212870,0,4.1907981714386136,False,0.00636840072606496
13.0411089,77.5457736,"Outer Ring Road, Sharadamba Nagar, Jalahalli Village, Jalahalli, Bengaluru, Karnataka. Pin-560013 (India)",vehicle_breakdown,False,break down,heavy_vehicle,ORR North 2,unknown,unknown,9.129387033333334,0,15,4,3,11601696870,12260709162,0,2.790112639767569,False,0.0003092599029338689
12.9179413,77.6216552,"3rd Cross Road, Central Silk Board Staff Quarters, Dollar Scheme Colony, BTM Layout Stage 1, Bengaluru, Karnataka. Pin-560068 (India)",vehicle_breakdown,False,private bus offroaded inbetween silkboard towords mps in service road due airlock traffic movement slow ide sir,private_bus,ORR East 1,unknown,unknown,47.78352503333333,0,3,6,2,307408116,307408086,0,12.692006771814443,False,0.0017760656033162117
12.9435108,77.57773,"Church Road, Madhav Rao Circle, Basavanagudi, Bengaluru, Karnataka. Pin-560004 (India)",accident,False,,unknown,Non-corridor,unknown,unknown,64.67699146666666,0,3,6,2,1559292340,490481567,0,1.590390796973126,False,6.868008084553097e-05
